"id","key","query","name","description","created_at","updated_at","not_cacheable"
246,"max_percentage_heat_network_industry","MIN(
  1,
  DIVIDE(
     SUM(V(small_chp_industry_energetic,large_chp_industry_energetic,biomass_chp_industry_energetic,bio_oil_chp_industry_energetic;output_of_steam_hot_water))
     ,
     V(heating_demand_industry_energetic;demand)
     )
   )","","The maximum share the heat network can supply of the industry heat demand, capped by 100%

OLD:
MIN(
  1,
  DIVIDE(
     V(steam_hot_water_industry_energetic;demand)
     ,
     V(heating_demand_industry_energetic;demand)
     )
   )","2010-06-30 09:54:30","2010-07-04 17:13:17",0
247,"high_voltage_electricity_production","V(
  coal_pwd_energy,
  coal_pwd_ccs_energy,
  coal_conv_energy,
  coal_lignite_energy,
  coal_oxyfuel_ccs_energy,
  coal_igcc_energy,
  coal_igcc_ccs_energy,
  oil_plant_energy,
  gas_conv_energy_energetic,
  gas_ccgt_energy,
  nuclear_iii_energy,
  wind_offshore_energy,
  co_firing_coal_energy,
  co_firing_gas_energy,
  hydro_mount_energy,
  blue_energy_energy
)","","","2010-06-29 13:09:11","2010-06-29 13:09:11",1
248,"high_voltage_capacity_delta","SUM(V(Q(high_voltage_electricity_production);delta_in_capacity_in_mj_s))","","","2010-06-29 13:14:15","2010-06-29 14:44:12",0
250,"decentral_capacity_delta","SUM(
 V(Q(plants_connected_to_mv_hv_transformer);delta_in_capacity_in_mj_s),
 V(local_solar_pv_grid_connected_energy_energetic;delta_in_capacity_in_mj_s)
)","","Added solar PV grid connected to decentral electricity production","2010-06-29 14:44:47","2010-07-08 12:02:36",0
251,"total_capacity_delta","SUM(
Q(decentral_capacity_delta),Q(high_voltage_capacity_delta)
)","","","2010-06-29 14:59:49","2010-06-29 15:10:16",0
252,"check_capacity_buffer_decentral","GREATER(
Q(decentral_capacity_delta),AREA(capacity_buffer_decentral_in_mj_s)
)","","","2010-06-30 08:37:04","2010-06-30 08:37:04",0
253,"check_capacity_buffer_total","GREATER(
Q(total_capacity_delta),AREA(capacity_buffer_in_mj_s)
)","","","2010-06-30 08:37:42","2010-06-30 08:37:42",0
254,"investment_cost_hv_net_total","IF(EQUALS(AREA(area),nl),
 IF(
   Q( check_capacity_buffer_total ),
   IF(
     Q( check_capacity_buffer_decentral ), 
     SUM(
       PRODUCT(
         Q( high_voltage_capacity_delta ),
         0.20
       ),
       PRODUCT(
         Q( decentral_capacity_delta ),
         0.25 
       )
     ),
     PRODUCT(
       Q(total_capacity_delta),
       0.20
     )
   ),
  0
 ),
 0)
","","First checks if the country is set to NL before it does the calculation.","2010-06-30 13:31:28","2010-07-09 09:52:33",0
255,"investment_cost_hv_grid_per_year","IF(EQUALS(AREA(area),nl),
   SUM(
    DIVIDE(
     Q(investment_cost_hv_net_total),V(hv_electricity_network_energy;technical_lifetime)
     ),
     PRODUCT(
     DIVIDE(
       Q(investment_cost_hv_net_total),2
       ),
       V(hv_electricity_network_energy;wacc)
       )
     ),
  0)
","","First checks if the country is set to NL before it does the calculation.","2010-06-30 13:37:46","2010-07-09 09:54:36",0
256,"peak_load_units_delta_local_solar_pv_grid_connected","  V(local_solar_pv_grid_connected_energy_energetic; number_of_plants_future - peak_load_units_present)
","","","2010-06-30 13:40:53","2010-07-01 14:36:35",0
257,"investment_cost_lv_net_total","PRODUCT(
  SUM(
    MAX(
      SUM(Q(peak_load_delta_max_lv_net), 
             V(lv_electricity_network_energy_energetic; typical_capacity_effective_in_mj_s)
),
      V(lv_electricity_network_energy_energetic;typical_capacity_gross_in_mj_s)
),
    NEG(
      V(lv_electricity_network_energy_energetic;typical_capacity_gross_in_mj_s)
)
),
V(lv_electricity_network_energy_energetic;overnight_investment_ex_co2_per_mj_s)
)","","This query calculates the total investment required for the LV network. It calculates the new peak load and compares it to the available capacity. If the new peak load is higher than available capacity it multiplies by the cost coeffecient.

overnight_investment_ex_co2_per_mj_s contains the investment costs per MVA per km

land_use_in_nl contains length of network","2010-06-30 14:17:04","2010-07-05 09:21:32",0
258,"investment_cost_mv_lv_transformer_total","PRODUCT(
  SUM(
    MAX(
      SUM(Q(peak_load_delta_max_mv_lv_transformer), V(lv_mv_transformer_energy; typical_capacity_effective_in_mj_s)),
      V(lv_mv_transformer_energy;typical_capacity_gross_in_mj_s)
    ),
    NEG(
      V(lv_mv_transformer_energy;typical_capacity_gross_in_mj_s)
    )
  ),
V(lv_mv_transformer_energy;overnight_investment_ex_co2_per_mj_s)
)","","","2010-06-30 14:30:45","2010-06-30 14:34:46",0
259,"peak_load_delta_max_mv_distribution_net","PRODUCT(
  Q( peak_load_delta_max_mv_lv_transformer ),
  V( lv_mv_transformer_energy ; simult_wd )
)","","Doesn't matter which simult is used, since: simult_wd = simult_se = simult_we = simult_sd","2010-06-30 14:33:48","2010-06-30 14:33:48",0
260,"investment_cost_mv_distribution_net_total","PRODUCT(
  SUM(
    MAX(
      SUM(Q(peak_load_delta_max_mv_distribution_net), V(mv_distribution_network_energy_energetic; typical_capacity_effective_in_mj_s)),
      V(mv_distribution_network_energy_energetic;typical_capacity_gross_in_mj_s)
    ),
    NEG(
      V(mv_distribution_network_energy_energetic;typical_capacity_gross_in_mj_s)
    )
  ),
V(mv_distribution_network_energy_energetic;overnight_investment_ex_co2_per_mj_s)
)","","","2010-06-30 14:35:54","2010-07-05 09:22:05",0
261,"peak_load_delta_max_mv_transport_net","PRODUCT(
  Q( peak_load_delta_max_mv_distribution_net ),
  V( mv_distribution_network_energy_energetic ; simult_wd )
)","","","2010-06-30 14:43:09","2010-06-30 14:43:09",0
262,"investment_cost_mv_transport_net_total","PRODUCT(
  SUM(
    MAX(
      SUM(Q(peak_load_delta_max_mv_transport_net), V(mv_transport_network_energy; typical_capacity_effective_in_mj_s)),
      V(mv_transport_network_energy;typical_capacity_gross_in_mj_s)
    ),
    NEG(
      V(mv_transport_network_energy;typical_capacity_gross_in_mj_s)
    )
  ),
V(mv_transport_network_energy;overnight_investment_ex_co2_per_mj_s)
)","","","2010-06-30 14:44:45","2010-07-01 10:55:32",0
263,"peak_load_delta_max_hv_mv_transformer","MAX(
  PRODUCT(
  Q( peak_load_delta_max_mv_transport_net ),
  V( mv_transport_network_energy ; simult_wd )
  ),
  Q(peak_load_delta_on_mv_hv_transformer)
)","","","2010-06-30 15:01:12","2010-06-30 15:04:44",0
264,"investment_cost_lv_net_per_year","SUM(
 DIVIDE(
  Q(investment_cost_lv_net_total),V(lv_electricity_network_energy_energetic;technical_lifetime)
 ),
 PRODUCT(
  DIVIDE(
   Q(investment_cost_lv_net_total),2
  ),
  V(lv_electricity_network_energy_energetic;wacc)
 )
 )
","","","2010-06-30 15:01:45","2010-06-30 15:01:45",0
265,"investment_cost_mv_lv_transformer_per_year","SUM(
 DIVIDE(
  Q(investment_cost_mv_lv_transformer_total),V(lv_mv_transformer_energy;technical_lifetime)
 ),
 PRODUCT(
  DIVIDE(
   Q(investment_cost_mv_lv_transformer_total),2
  ),
  V(lv_mv_transformer_energy;wacc)
 )
 )
","","","2010-06-30 15:05:32","2010-06-30 15:05:32",0
266,"investment_cost_lv_grid_per_year","DIVIDE(
SUM(
 Q(investment_cost_mv_lv_transformer_per_year),
 Q(investment_cost_lv_net_per_year)
),
MILLIONS)","","","2010-06-30 15:06:34","2010-06-30 15:11:05",0
267,"investment_cost_mv_grid_per_year","DIVIDE(
SUM(
Q(investment_cost_mv_transport_net_per_year),
Q(investment_cost_mv_distribution_net_per_year),
Q(investment_cost_hv_mv_transformer_per_year)
),
MILLIONS)","","","2010-06-30 15:15:04","2010-07-01 12:00:51",0
268,"investment_cost_hv_mv_transformer_total","PRODUCT(
  SUM(
    MAX(
      SUM(
        Q(peak_load_delta_max_hv_mv_transformer), 
        V(mv_hv_transformer_energy; typical_capacity_effective_in_mj_s)
      ),
      Q(peak_load_delta_on_mv_hv_transformer),
      V(mv_hv_transformer_energy;typical_capacity_gross_in_mj_s)
    ),
    NEG(
      V(mv_hv_transformer_energy;typical_capacity_gross_in_mj_s)
    )
  ),
V(mv_hv_transformer_energy;overnight_investment_ex_co2_per_mj_s)
)","","For the investment costs HV MV transformer, an extra 'if' statement is added (Q(peak_load_delta_on_mv_hv_transformer) ). For this transformer it is important to check which value is the largest:
1. Impact from demand technologies from LV grid
2. Impact from supply technologies attached to the HV MV transformer","2010-06-30 15:22:00","2010-06-30 15:31:32",0
269,"investment_cost_mv_distribution_net_per_year","SUM(
 DIVIDE(
  Q(investment_cost_mv_distribution_net_total),V(mv_distribution_network_energy_energetic;technical_lifetime)
 ),
 PRODUCT(
  DIVIDE(
   Q(investment_cost_mv_distribution_net_total),2
  ),
  V(mv_distribution_network_energy_energetic;wacc)
 )
 )","","","2010-06-30 15:29:14","2010-06-30 15:29:14",0
270,"investment_cost_hv_mv_transformer_per_year","SUM(
 DIVIDE(
  Q(investment_cost_hv_mv_transformer_total),V(mv_hv_transformer_energy;technical_lifetime)
 ),
 PRODUCT(
  DIVIDE(
   Q(investment_cost_hv_mv_transformer_total),2
  ),
  V(mv_hv_transformer_energy;wacc)
 )
 )","","","2010-06-30 15:46:32","2010-06-30 15:46:32",0
271,"max_percentage_heat_network_agriculture","MIN(
  1,
  DIVIDE(
     V(chp_agri_agriculture_energetic;output_of_steam_hot_water)
     ,
     V(heating_demand_agriculture_energetic;demand)
     )
   )","","The maximum share the heat network can supply of the agriculture heat demand, capped by 100%

NOT ANYMORE HOPEFULLY NOT NEEDED: Also, limited to 99% of heat demand, to avoid negative numbers.","2010-06-30 15:53:53","2010-07-05 07:47:11",0
273,"grid_investment_needed","GREATER(
 SUM(
  Q(investment_cost_lv_grid_per_year),
  Q(investment_cost_mv_grid_per_year),
  Q(investment_cost_hv_grid_per_year)
 ),
0
)","","","2010-07-01 10:15:48","2010-07-01 12:34:00",0
274,"investment_cost_mv_transport_net_per_year","SUM(
 DIVIDE(
  Q(investment_cost_mv_transport_net_total),V(mv_transport_network_energy;technical_lifetime)
 ),
 PRODUCT(
  DIVIDE(
   Q(investment_cost_mv_transport_net_total),2
  ),
  V(mv_transport_network_energy;wacc)
 )
 )

","","","2010-07-01 12:03:13","2010-07-01 12:03:13",0
275,"hh_heaters","V(
  heatpump_households_energetic,
  heat_pump_with_chs_households_energetic,
  electric_heater_households_energetic
)
","","","2010-07-01 13:28:32","2010-07-01 14:08:01",1
276,"peak_load_delta_hh_heaters","PRODUCT (
  MAX(
     SUM(
        V(Q(hh_heaters);
          simult_we*
          electricity_input_conversion*
          typical_capacity_gross_in_mj_s*
          share_of_heating_demand_households_energetic),
        NEG(
          V(micro_chp_households_energetic;
            simult_we*
            1/1000*
            share_of_heating_demand_households_energetic)
          )
        )
       ,
     0
     )
     ,
    AREA(number_households)
    )","","This query gives the peak load delta due to heater technologies using electricity.

In theory the query needs to be written for all 4 time periods: we, wd, se, sd. And then take the max value.

The electricity production of micro_chp compensates electricity demand by the other heaters. Without micro_chp the query would be:

PRODUCT (
     SUM(
        V(Q(hh_heaters);
          simult_we*
          electricity_input_conversion*
          typical_capacity_gross_in_mj_s*
          share_of_heating_demand_households_energetic)
         )
     ,
    AREA(number_households)
    )


Micro CHP capacity is 1/1000 MWe. In theory this value needs to be: 
  typical_capacity_gross_in_mj_s*electricity_output_conversion/useable_heat_output_conversion
However typical_capacity_gross_in_mj_s does not change in time while the heat output does..therefore this gives an incorrect value in future years.

Max value is used to make sure the peak load is always positive.","2010-07-01 14:14:08","2010-07-08 11:10:08",0
277,"annual_netwerk_cost","DIVIDE(SUM(MAX(AREA(annual_infrastructure_cost),0),Q(investment_cost_lv_grid_per_year),Q(investment_cost_mv_grid_per_year),Q(investment_cost_hv_grid_per_year)),1000)","","","2010-07-01 16:13:19","2010-07-01 16:13:19",0
278,"number_electric_cars","DIVIDE(
  V(electric_cars_transport_energetic;output_of_car_kms),
  AREA(km_per_car)
  )","","Number of electric cars","2010-07-02 08:05:05","2010-07-02 08:05:05",0
281,"peak_load_units_delta_agri_chp"," V(chp_agri_agriculture_energetic; number_of_plants_future - peak_load_units_present)","","","2010-07-08 09:16:31","2010-07-08 09:16:47",0
282,"peak_load_per_unit_agri_chp","PRODUCT (

              V (chp_agri_agriculture_energetic; typical_capacity_gross_in_mj_s),   
              V (chp_agri_agriculture_energetic; electricity_output_conversion)

               )","","","2010-07-08 09:17:59","2010-07-08 09:17:59",0
